VDF,ultimate_capacity,speed_at_capacity,critical_density,free_flow_speed,flatness_of_curve
137,1380.6367839226066,50.02697968960134,27.59784405312774,69.99999999999999,4.1267015580637985
78,1586.607485850145,55.891535691368105,28.387258754373086,69.62499999999999,6.309633787970757
84,1816.5251172946644,53.412203817329605,34.009551890186046,69.99999999999999,5.125766969125402
139,1709.2133175436172,51.56061723311565,33.149589924727415,69.99999999999999,4.534269453618009
