link_id,assignment_period,weekday,FT,AT,length,lanes,period_link_volume,cd_mean_speed,congestion_duration_mean_flow_rate,demand,demand_over_capacity,t2,v_t2,qdf,free_flow_speed,critical_speed,cut_off_speed,ultimate_capacity,critical_density,flatness_of_curve,b_congestion_duration,period_mean_link_speed,period_mean_link_density,time_interval_in_min,tau_0,tau_3,road_order,max_speed,assignment_period_volume,cd_alpha,cd_beta,f_p,f_d,ss,nn,avg_demand,est_cd,est_vt2,est_mu,est_v_bar,error_cd,error_vt2,error_v_bar
78,0700_2100,0,78.0,0.0,1.04,4.0,17143.166666666668,28.070505404274837,1071.301196960443,4858.648809523809,3.0622878392133774,17.601190476190474,13.954365079195238,0.2844689506241793,69.62499999999999,55.8915356913681,48.73749999999999,1586.6074858501447,28.387258754373086,6.309633787970758,4.541666666666667,50.8962897985427,30.592785453887966,15.0,7.0,21.0,78.0,68.066666666,17143.166666666668,0.07353790753032713,2.5535539153364666,0.10721501961026478,1.1273001978106054,2.09949627058691,1.2162698029573664,4858.648809523809,4.414081960968111,15.04430635843415,1109.0588337876156,21.904557973494462,0.07666308388042295,0.32800457520056975,0.2234562658675032
78,0700_2100,1,78.0,0.0,1.04,4.0,17048.9375,25.92483296602462,1035.5164892231876,5094.197916666667,3.2107486962580825,17.765625,10.743402777850001,0.29826229604109483,69.62499999999999,55.89153569136809,48.73749999999999,1586.607485850145,28.38725875437309,6.309633787970758,4.90625,49.30457606703758,32.96920369119902,15.0,7.0,21.0,78.0,68.066666666,17048.9375,0.07353790753032713,2.5535539153364666,0.10721501961026476,1.1273001978106054,2.09949627058691,1.2162698029573664,5094.197916666667,4.67854951384905,13.933043468134764,1099.5169393245894,20.478138783230783,0.07862239995489179,0.47308584523438046,0.2643908071371954
78,0700_2100,2,78.0,0.0,1.04,4.0,16833.73469387755,26.17774454661656,1042.8028206659744,5426.392857142857,3.420123064801536,17.53061224489796,10.561564625795919,0.32226089605802055,69.62499999999999,55.89153569136809,48.73749999999999,1586.6074858501447,28.38725875437309,6.309633787970759,5.183673469387755,48.495334369254344,33.41377159908489,15.0,7.0,21.0,78.0,68.066666666,16833.73469387755,0.07353790753032713,2.5535539153364666,0.10721501961026478,1.1273001978106054,2.09949627058691,1.2162698029573664,5426.392857142857,5.054478546539514,12.551823572399002,1085.8453056309222,18.709192492938378,0.07583900894033611,0.3503185047697492,0.32859679139555614
78,0700_2100,3,78.0,0.0,1.04,4.0,16788.057291666668,25.859125131184356,1028.7703334746761,5430.994791666667,3.423023551887883,17.536458333333332,11.584375000120835,0.3252667548613514,69.62499999999999,55.89153569136809,48.73749999999999,1586.607485850145,28.38725875437309,6.309633787970758,5.28125,47.806486677419116,33.45283422908752,15.0,7.0,21.0,78.0,68.066666666,16788.057291666668,0.07353790753032713,2.5535539153364666,0.10721501961026476,1.1273001978106054,2.09949627058691,1.2162698029573664,5430.994791666667,5.053215145857261,12.33590288848273,1082.9614551519428,18.599442334387252,0.07940453917259407,0.27183004385143456,0.2940619999222344
78,0700_2100,4,78.0,0.0,1.04,4.0,17337.571428571428,31.114283593432685,1118.8435169818235,6111.583333333333,3.8519819097277175,17.19047619047619,18.067857142666668,0.3533731846566174,69.62499999999999,55.8915356913681,48.73749999999999,1586.6074858501447,28.387258754373086,6.309633787970758,5.4523809523809526,48.90513982942499,30.628636793166304,15.0,7.0,21.0,78.0,68.066666666,17337.571428571428,0.07353790753032713,2.5535539153364666,0.10721501961026478,1.1273001978106054,2.09949627058691,1.2162698029573664,6111.583333333333,5.843849751862682,10.19894060040889,1057.3149272043652,15.782519059210683,0.09424366275988241,0.42850755509554195,0.487745551247579
78,0700_2100,5,78.0,0.0,1.04,4.0,17593.570652173912,52.22936287070209,1314.8845988711262,1950.016304347826,1.2290477145347372,16.994565217391305,50.915398550565214,0.10984055605394043,69.62499999999999,55.89153569136809,48.7375,1586.607485850145,28.38725875437309,6.309633787970758,0.9891304347826086,61.20942945226096,21.35749010731053,15.0,7.0,21.0,78.0,68.066666666,17593.570652173912,0.07353790753032713,2.5535539153364666,0.10721501961026478,1.1273001978106054,2.09949627058691,1.2162698029573664,2614.8645833333335,1.5383398059708326,38.952167425071316,1425.2559474691113,41.80348733219144,,0.24462477705148092,0.20311440765775265
78,0700_2100,6,78.0,0.0,1.04,4.0,15705.43,57.780806944408006,1162.6576666666667,1121.18,0.7066524077309789,16.36,56.8288333332,0.07053952705127602,69.62499999999999,55.89153569136809,48.73749999999999,1586.607485850145,28.38725875437309,6.309633787970757,0.185,63.63210819483218,18.158929719390677,15.0,7.0,21.0,78.0,68.066666666,15705.43,0.07353790753032713,2.5535539153364666,0.10721501961026478,1.1273001978106054,2.09949627058691,1.2162698029573664,1165.1,0.7508561721694665,45.70834507860418,1563.0651808224686,47.058508623283366,,0.2066488438418812,0.19009856150459054
84,0700_2100,0,84.0,0.0,1.14,4.0,18623.54651162791,24.84915480484437,1115.0437478604067,5045.697674418605,2.7776646886849106,17.372093023255815,12.884496124367441,0.2720923245711137,69.99999999999999,53.41220381732958,48.99999999999999,1816.5251172946641,34.00955189018605,5.125766969125402,4.546511627906977,50.66631467056342,34.439599753018165,15.0,7.0,21.0,84.0,71.5,18623.54651162791,0.20616819592680644,1.8697367312591293,0.23183213966638377,1.3653228872948964,1.641946913838386,1.1387315360203931,5045.697674418605,4.377211178901684,13.929427646006664,1156.637264391189,20.78539997866016,0.0778599746228151,0.301963155751302,0.1869028597204786
84,0700_2100,1,84.0,0.0,1.14,4.0,18210.271276595744,23.037322568398046,1057.1681393893612,5280.93085106383,2.907160930936466,17.51063829787234,10.697340425485107,0.29125516842349647,69.99999999999999,53.41220381732958,48.99999999999999,1816.5251172946644,34.00955189018605,5.125766969125402,4.98404255319149,48.70277390628339,36.11675338122792,15.0,7.0,21.0,84.0,71.5,18210.271276595744,0.2061681959268064,1.8697367312591295,0.23183213966638375,1.3653228872948966,1.641946913838386,1.1387315360203931,5280.93085106383,4.613654622089832,13.275202651092394,1150.6791616180594,19.88631955259277,0.09026825420102376,0.35814752182650156,0.19507757747987203
84,0700_2100,2,84.0,0.0,1.14,4.0,18056.87,23.21331782426629,1063.0689655317942,5526.94,3.042589363273559,17.44,10.752333333271999,0.3060035954131913,69.99999999999999,53.41220381732958,48.99999999999999,1816.5251172946644,34.00955189018605,5.125766969125401,5.165,47.95266898896468,36.48559478583188,15.0,7.0,21.0,84.0,71.5,18056.87,0.2061681959268064,1.8697367312591293,0.23183213966638372,1.3653228872948964,1.641946913838386,1.1387315360203931,5526.94,4.868266623114445,12.930840479323235,1146.2314169704907,19.2575764390414,0.09731033659205662,0.3514155746799495,0.2497157136250139
