link_id,06:00:00,06:05:00,06:10:00,06:15:00,06:20:00,06:25:00,06:30:00,06:35:00,06:40:00,06:45:00,06:50:00,06:55:00,07:00:00,07:05:00,07:10:00,07:15:00,07:20:00,07:25:00,07:30:00,07:35:00,07:40:00,07:45:00,07:50:00,07:55:00,08:00:00,08:05:00,08:10:00,08:15:00,08:20:00,08:25:00,08:30:00,08:35:00,08:40:00,08:45:00,08:50:00,08:55:00,09:00:00,09:05:00,09:10:00,09:15:00,09:20:00,09:25:00,09:30:00,09:35:00,09:40:00,09:45:00,09:50:00,09:55:00,10:00:00
11,70.72875,67.81296528993336,64.89718057986668,61.98139586980004,59.0656111597334,56.149826449666726,46.23615843544011,46.819315377453435,47.402472319466774,47.9856292614801,48.56878620349343,49.15194314550676,49.735100087520095,50.31825702953343,50.90141397154676,51.48457091356009,52.067727855573416,52.650884797586755,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008,53.23404173960008
12,70.72875,67.44049418251191,64.1522383650238,57.27679438300324,57.57572673004761,57.87465907709199,58.17359142413636,58.47252377118073,58.7714561182251,59.070388465269474,59.369320812313845,59.66825315935822,59.96718550640259,60.266117853446964,60.56505020049134,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571,60.86398254753571
13,70.72875,65.0706304523292,59.41251090465833,47.58189730498299,48.0962718093167,48.61064631365041,49.12502081798412,49.63939532231783,50.15376982665155,50.66814433098526,51.182518835318966,51.69689333965268,52.21126784398639,52.7256423483201,53.24001685265382,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526,53.754391356987526
14,70.72875,63.80888192397902,56.88901384795796,44.2647379794722,44.85282713548392,45.440916291495654,46.02900544750739,46.617094603519114,47.20518375953085,47.79327291554257,48.3813620715543,48.96945122756603,49.55754038357776,50.145629539589486,50.73371869560122,51.321807851612945,51.90989700762468,52.49798616363641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,70.72875,62.97121481820625,55.21367963641241,44.01963273779779,44.613168676957834,45.20670461611789,45.80024055527794,46.39377649443799,46.987312433598035,47.58084837275808,48.17438431191813,48.76792025107818,49.36145619023823,49.95499212939828,50.54852806855833,51.142064007718375,51.73559994687842,52.32913588603848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,70.72875,61.33527670894904,43.05737856405828,43.65893011701354,44.2604816699688,44.862033222924055,45.463584775879305,46.065136328834555,46.66668788178981,47.26823943474507,47.86979098770032,48.471342540655584,49.072894093610834,49.674445646566085,50.27599719952134,50.8775487524766,51.47910030543185,52.080651858387114,52.68220341134236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,70.72875,68.75298355213438,66.77721710426874,64.80145065640313,62.82568420853751,60.84991776067187,58.87415131280625,56.89838486494063,54.92261841707499,52.946851969209376,41.13576733161918,41.91453003341868,42.69329273521817,43.472055437017666,44.250818138817166,45.02958084061666,45.808343542416154,46.58710624421565,47.36586894601514,48.144631647814634,48.92339434961414,49.70215705141363,50.48091975321312,51.25968245501262,52.03844515681212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,70.72875,68.65143704765384,66.57412409530767,64.49681114296152,62.41949819061536,60.34218523826918,58.26487228592302,56.187559333576864,54.11024638123069,39.760310299768925,40.554372856185104,41.34843541260129,42.14249796901747,42.93656052543365,43.730623081849835,44.524685638266014,45.31874819468219,46.11281075109838,46.90687330751456,47.70093586393074,48.494998420346924,49.2890609767631,50.08312353317928,50.87718608959547,51.67124864601165,52.465311202427834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-40.420004871633694,-38.10440581180799,-35.78880675198228,-33.47320769215659,-31.15760863233089,-28.842009572505177,-26.526410512679476,-24.21081145285379,-21.895212393028075,-19.579613333202374,-17.264014273376688,-14.948415213550959,-12.632816153725273,-10.317217093899572,-8.001618034073857,-5.686018974248157,-3.3704199144224702,-1.0548208545967555,1.2607782052289451,3.5763772650546315,5.8919763248803605,8.207575384706047,10.52317444453174,12.838773504357462,15.154372564183156,17.469971624008878,19.785570683834543,22.101169743660265,24.41676880348598,26.73236786331165,29.047966923137366,31.363565982963088,33.67916504278875,35.994764102614475,38.31036316244019,40.62596222226586,42.941561282091584,45.2571603419173,47.57275940174297,49.888358461568686,52.2039575213944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-218.88814659473422,-212.85446124901063,-206.82077590328691,-200.78709055756332,-194.75340521183972,-188.71971986611607,-182.6860345203924,-176.6523491746688,-170.61866382894516,-164.58497848322156,-158.55129313749796,-152.51760779177425,-146.48392244605066,-140.45023710032706,-134.41655175460335,-128.38286640887975,-122.34918106315617,-116.31549571743248,-110.28181037170889,-104.24812502598526,-98.2144396802616,-92.18075433453798,-86.14706898881438,-80.1133836430907,-74.0796982973671,-68.04601295164342,-62.01232760591988,-55.97864226019621,-49.94495691447254,-43.911271568749,-37.87758622302532,-31.84390087730165,-25.81021553157811,-19.77653018585444,-13.742844840130758,-7.709159494407217,-1.6754741486835485,4.35821119704012,10.391896542763668,16.425581888487343,22.459267234211012,28.492952579934553,34.52663792565823,40.560323271381904,46.594008617105445,52.62769396282911,0.0,0.0,0.0
21,395.1691848766167,388.4100091500206,381.65083342342433,374.8916576968282,368.13248197023205,361.3733062436358,354.61413051703965,347.85495479044346,341.09577906384726,334.33660333725106,327.5774276106549,320.8182518840587,314.0590761574625,307.2999004308664,300.5407247042702,293.781548977674,287.02237325107785,280.2631975244816,273.50402179788546,266.7448460712893,259.98567034469306,253.22649461809692,246.46731889150078,239.70814316490453,232.9489674383084,226.18979171171213,219.43061598511605,212.67144025851985,205.9122645319236,199.1530888053275,192.39391307873126,185.63473735213506,178.87556162553898,172.11638589894272,165.3572101723465,158.59803444575041,151.8388587191542,145.07968299255796,138.32050726596188,131.56133153936565,124.80215581276941,118.04298008617333,111.28380435957709,104.52462863298086,97.76545290638478,91.00627717978855,84.24710145319233,77.48792572659623,70.72875
22,70.72875,69.4802106866791,68.23167137335818,66.98313206003729,65.73459274671639,64.48605343339547,63.237514120074565,61.98897480675366,60.74043549343275,59.491896180111844,58.24335686679094,56.99481755347003,55.746278240149124,54.49773892682822,53.2491996135073,22.888757018927897,24.338453775930077,25.78815053293227,27.23784728993445,28.68754404693663,30.13724080393883,31.58693756094101,33.03663431794319,34.48633107494538,35.93602783194756,37.385724588949756,38.83542134595192,40.285118102954115,41.734814859956316,43.184511616958474,44.634208373960675,46.08390513096287,47.533601887965034,48.98329864496723,50.43299540196942,51.882692158971594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,70.72875,69.26680164340935,67.80485328681868,66.34290493022803,64.88095657363738,63.41900821704671,61.957059860456056,60.4951115038654,59.033163147274735,57.57121479068408,56.10926643409343,54.64731807750276,53.18536972091211,19.56055751932697,21.022505875917638,22.48445423250829,23.946402589098945,25.408350945689612,26.870299302280266,28.33224765887092,29.794196015461587,31.25614437205224,32.718092728642894,34.18004108523356,35.641989441824215,37.10393779841488,38.56588615500552,40.02783451159619,41.48978286818686,42.95173122477749,44.413679581368164,45.87562793795883,47.337576294549464,48.79952465114013,50.2614730077308,51.72342136432144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,70.72875,69.2170135036101,67.7052770072202,66.1935405108303,64.68180401444042,63.1700675180505,61.65833102166061,60.146594525270714,58.63485802888081,57.12312153249091,55.61138503610102,54.09964853971111,24.134495157052235,25.428780013800775,26.723064870549337,28.017349727297884,29.311634584046423,30.605919440794985,31.90020429754353,33.19448915429207,34.48877401104063,35.78305886778918,37.07734372453772,38.37162858128628,39.66591343803482,40.96019829478338,42.254483151531915,43.548768008280476,44.84305286502903,46.13733772177756,47.43162257852612,48.72590743527468,50.02019229202321,51.31447714877177,52.608762005520326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,70.72875,68.79758778995667,66.8664255799133,64.93526336986996,63.00410115982662,61.07293894978325,59.14177673973991,57.21061452969657,55.27945231965321,53.34829010960986,19.384052280441814,20.735228536219672,22.086404791997516,23.43758104777536,24.78875730355322,26.139933559331055,27.4911098151089,28.842286070886757,30.1934623266646,31.54463858244244,32.895814838220296,34.24699109399814,35.59816734977598,36.949343605553835,38.30051986133168,39.65169611710954,41.00287237288737,42.35404862866522,43.705224884443076,45.0564011402209,46.40757739599876,47.758753651776615,49.109929907554445,50.4611061633323,51.81228241911016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,70.72875,69.09962164972062,67.4704932994412,65.84136494916181,64.21223659888243,62.58310824860302,60.95397989832363,59.32485154804424,57.695723197764835,56.06659484748545,54.43746649720605,52.808338146926644,12.080129389941703,13.709257740221098,15.338386090500506,16.9675144407799,18.59664279105929,20.225771141338697,21.85489949161809,23.48402784189748,25.113156192176888,26.742284542456282,28.37141289273567,30.00054124301508,31.629669593294473,33.25879794357388,34.887926293853255,36.517054644132664,38.14618299441207,39.775311344691445,41.404439694970854,43.03356804525026,44.662696395529636,46.29182474580905,47.92095309608845,49.55008144636783,51.17920979664724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,70.72875,68.5842726293111,66.43979525862215,64.29531788793325,62.15084051724434,60.00636314655541,57.8618857758665,55.717408405177586,53.572931034488654,14.091033791299061,15.54328292485549,16.995532058411932,18.44778119196836,19.900030325524796,21.352279459081238,22.804528592637666,24.256777726194095,25.709026859750544,27.161275993306973,28.6135251268634,30.065774260419843,31.51802339397627,32.97027252753271,34.42252166108915,35.87477079464558,37.32701992820202,38.77926906175844,40.23151819531488,41.683767328871326,43.13601646242774,44.58826559598418,46.04051472954063,47.49276386309704,48.94501299665349,50.39726213020993,51.849511263766345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,70.72875,68.77163893440319,66.81452786880635,64.85741680320955,62.900305737612726,60.94319467201589,58.98608360641908,57.02897254082227,55.071861475225425,53.11475040962861,18.903280205671663,20.267108358153997,21.630936510636317,22.994764663118637,24.35859281560097,25.72242096808329,27.08624912056561,28.450077273047945,29.813905425530265,31.177733578012585,32.54156173049492,33.90538988297724,35.26921803545956,36.63304618794189,37.99687434042421,39.36070249290655,40.72453064538885,42.08835879787119,43.45218695035352,44.81601510283583,46.17984325531816,47.543671407800495,48.9074995602828,50.271327712765135,51.63515586524747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,70.72875,69.82947215460254,68.93019430920506,68.0309164638076,67.13163861841014,66.23236077301267,65.33308292761521,64.43380508221775,63.53452723682027,62.6352493914228,61.73597154602534,60.83669370062787,59.937415855230405,59.03813800983294,58.13886016443547,57.23958231903801,56.34030447364054,55.441026628243065,54.5417487828456,53.64247093744814,52.74319309205067,10.0797202280947,12.32598059001711,14.572240951939548,16.818501313861958,19.06476167578439,21.311022037706778,23.557282399629216,25.803542761551647,28.049803123474035,30.296063485396473,32.542323847318904,34.78858420924129,37.034844571163724,39.281104933086155,41.52736529500855,43.77362565693098,46.01988601885341,48.26614638077581,50.51240674269824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,70.72875,70.0796681971097,69.43058639421939,68.78150459132908,68.13242278843879,67.48334098554848,66.83425918265817,66.18517737976786,65.53609557687756,64.88701377398725,64.23793197109696,63.58885016820664,62.93976836531634,62.29068656242603,61.641604759535724,60.99252295664542,60.34344115375512,59.69435935086481,59.04527754797451,58.3961957450842,57.74711394219389,57.09803213930359,56.44895033641329,55.799868533522975,55.150786730632674,36.79947395759152,38.27465987247883,39.74984578736617,41.2250317022535,42.70021761714081,44.17540353202814,45.650589446915475,47.12577536180278,48.60096127669012,50.076147191577455,51.55133310646476,53.0265190213521,54.50170493033869,54.50170493033869,54.50170493033869,54.50170493033869,54.50170493033869,54.50170493033869,54.50170493033869,54.50170493033869,54.50170493033869,54.50170493033869,54.50170493033869,54.50170493033869
31,70.72875,69.7126308450152,68.69651169003039,67.68039253504558,66.66427338006078,65.64815422507596,64.63203507009116,63.615915915106356,62.59979676012154,61.583677605136735,60.567558450151935,59.551439295167114,58.535320140182314,57.51920098519751,56.50308183021269,55.486962675227886,44.71609964409464,45.52899496771669,46.34189029133873,47.15478561496077,47.96768093858282,48.78057626220486,49.5934715858269,50.40636690944895,51.219262233070985,52.032157556693036,52.845052880315066,53.65794820393711,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756,54.47084352430756
32,70.72875,69.82169142996946,68.91463285993892,68.00757428990839,67.10051571987785,66.1934571498473,65.28639857981676,64.37934000978623,63.47228143975568,62.56522286972515,61.658164299694604,60.75110572966406,59.844047159633526,58.93698858960299,58.02993001957245,57.122871449541904,56.21581287951137,55.308754309480825,46.3813883725362,47.19296709345166,48.00454581436712,48.81612453528258,49.62770325619804,50.43928197711351,51.25086069802896,52.06243941894443,52.87401813985988,53.68559686077534,54.49717558169081,55.30875430260626,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259,55.30875430585259
