link_id,06:00:00,06:05:00,06:10:00,06:15:00,06:20:00,06:25:00,06:30:00,06:35:00,06:40:00,06:45:00,06:50:00,06:55:00,07:00:00,07:05:00,07:10:00,07:15:00,07:20:00,07:25:00,07:30:00,07:35:00,07:40:00,07:45:00,07:50:00,07:55:00,08:00:00,08:05:00,08:10:00,08:15:00,08:20:00,08:25:00,08:30:00,08:35:00,08:40:00,08:45:00,08:50:00,08:55:00,09:00:00,09:05:00,09:10:00,09:15:00,09:20:00,09:25:00,09:30:00,09:35:00,09:40:00,09:45:00,09:50:00,09:55:00,10:00:00
1,70.72875,69.43552587019221,68.1423017403844,66.8490776105766,65.5558534807688,64.26262935096099,62.96940522115319,61.67618109134539,60.38295696153758,59.08973283172978,57.79650870192199,56.503284572114175,55.21006044230637,53.916836312498575,40.005969601118395,40.909580789320785,41.81319197752319,42.716803165725594,43.62041435392799,44.52402554213039,45.42763673033279,46.33124791853519,47.23485910673759,48.13847029493999,49.0420814831424,49.9456926713448,50.84930385954719,51.752915047749596,52.656526235952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,70.72875,69.57223869231315,68.41572738462628,67.25921607693942,66.10270476925257,64.9461934615657,63.78968215387884,62.63317084619199,61.47665953850512,60.32014823081826,59.163636923131406,58.007125615444544,56.85061430775769,55.69410300007083,54.53759169238396,53.38108038469711,37.93534484783327,38.96013875883848,39.984932669843694,41.009726580848906,42.03452049185412,43.05931440285933,44.08410831386453,45.10890222486975,46.133696135874956,47.158490046880175,48.183283957885365,49.208077868890584,50.2328717798958,51.257665690901,52.28245960190622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,70.72875,69.01942806253314,67.31010612506624,65.60078418759937,63.8914622501325,62.18214031266561,60.47281837519874,58.76349643773187,57.05417450026498,55.3448525627981,53.63553062533123,17.58033882183905,19.01678236719475,20.453225912550444,21.88966945790615,23.326113003261852,24.762556548617546,26.19900009397326,27.635443639328955,29.071887184684655,30.508330730040363,31.944774275396064,33.38121782075176,34.81766136610747,36.254104911463166,37.69054845681888,39.12699200217456,40.563435547530275,41.99987909288598,43.43632263824166,44.87276618359738,46.30920972895309,47.745653274308765,49.18209681966448,50.618540365020195,52.054983910375874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,70.72875,67.9557464993978,65.18274299879556,62.40973949819336,59.63673599759116,56.86373249698892,54.090728996386716,-16.180526922267433,-14.06078846074871,-11.941049999229989,-9.821311537711281,-7.701573076192545,-5.581834614673838,-3.46209615315513,-1.3423576916363942,0.7773807698823134,2.897119231401021,5.016857692919757,7.136596154438465,9.25633461595718,11.376073077475908,13.495811538994623,15.61555000051333,17.735288462032067,19.855026923550774,21.97476538506951,24.094503846588196,26.214242308106925,28.33398076962566,30.453719231144348,32.573457692663084,34.69319615418181,36.812934615700506,38.932673077219235,41.05241153873797,43.17215000025666,45.291888461775386,47.41162692329412,49.531365384812815,51.651103846331544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,70.72875,68.09667463222475,65.46459926444946,62.8325238966742,60.200448528898946,57.56837316112366,54.9362977933484,-37.18634007878599,-34.5542647110107,-31.922189343235445,-29.290113975460187,-26.6580386076849,-24.025963239909643,-21.39388787213437,-18.761812504359085,-16.129737136583827,-13.49766176880857,-10.865586401033283,-8.233511033258026,-5.601435665482768,-2.9693602977074818,-0.33728492993222403,2.2947904378430337,4.92686580561832,7.558941173393578,10.191016541168864,12.823091908944093,15.45516727671938,18.087242644494665,20.719318012269895,23.35139338004518,25.983468747820474,28.615544115595704,31.24761948337099,33.879694851146276,36.511770218921505,39.14384558669679,41.77592095447208,44.40799632224731,47.04007169002259,49.672147057797886,52.304222425573116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,70.72875,67.90723703381401,65.08572406762798,62.26421110144198,59.44269813525598,56.62118516906995,53.799672202883954,-17.337938893523685,-15.18997087173041,-13.042002849937148,-10.894034828143901,-8.746066806350626,-6.598098784557365,-4.450130762764118,-2.302162740970843,-0.15419471917759608,1.993773302615665,4.14174132440894,6.289709346202187,8.437677367995441,10.585645389788716,12.73361341158197,14.881581433375224,17.0295494551685,19.177517476961754,21.32548549875503,23.47345352054826,25.621421542341537,27.769389564134812,29.917357585928038,32.06532560772132,34.213293629514595,36.36126165130782,38.509229673101096,40.65719769489438,42.805165716687604,44.95313373848088,47.101101760274155,49.24906978206738,51.39703780386066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,70.72875,69.08847081032972,67.44819162065943,65.80791243098915,64.16763324131888,62.52735405164859,60.887074861978306,59.246795672308025,57.60651648263773,55.966237292967456,54.32595810329718,26.25360380630277,27.455634784510806,28.657665762718835,29.85969674092687,31.0617277191349,32.26375869734293,33.46578967555097,34.667820653759,35.86985163196703,37.071882610175074,38.2739135883831,39.47594456659113,40.677975544799175,41.880006523007204,43.08203750121525,44.28406847942326,45.486099457631305,46.68813043583934,47.89016141404736,49.092192392255406,50.29422337046344,51.496254348671464,52.6982853268795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,70.72875,68.82944446811246,66.93013893622488,65.03083340433732,63.131527872449766,61.23222234056219,59.33291680867464,57.43361127678708,55.53430574489951,53.63500021301195,11.134436791223848,12.70270819145481,14.270979591685759,15.8392509919167,17.407522392147662,18.97579379237861,20.54406519260956,22.11233659284052,23.68060799307146,25.24887939330241,26.817150793533372,28.38542219376432,29.95369359399526,31.521964994226224,33.09023639445717,34.658507794688134,36.22677919491906,37.79505059515002,39.363321995380986,40.93159339561191,42.49986479584288,44.068136196073844,45.63640759630477,47.20467899653573,48.772950396766696,50.34122179699763,51.909493197228585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,70.72875,69.15556526422378,67.58238052844754,66.00919579267132,64.4360110568951,62.86282632111886,61.289641585342636,59.71645684956642,58.143272113790175,56.57008737801396,54.996902642237735,53.4237179064615,22.52241125861451,23.861476223652986,25.20054118869148,26.539606153729963,27.878671118768445,29.21773608380694,30.556801048845422,31.895866013883904,33.2349309789224,34.57399594396088,35.91306090899936,37.25212587403786,38.59119083907634,39.930255804114836,41.2693207691533,42.6083857341918,43.947450699230295,45.28651566426876,46.62558062930726,47.964645594345754,49.303710559384214,50.64277552442272,51.981840489461206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,70.72875,70.45981173731431,70.19087347462862,69.92193521194291,69.65299694925721,69.38405868657152,69.11512042388583,68.84618216120013,68.57724389851442,68.30830563582873,68.03936737314304,67.77042911045734,67.50149084777163,67.23255258508594,66.96361432240025,66.69467605971455,66.42573779702886,66.15679953434315,63.509880840481394,63.750509812465346,63.9911387844493,64.23176775643326,64.47239672841721,64.71302570040116,64.95365467238511,65.19428364436907,65.43491261635302,65.67554158833698,65.91617056032094,66.15679953230489,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674,66.1567995332674
